설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,세부위치,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
태백김약국,강원특별자치도,태백시,강원특별자치도 태백시 광장로 16,강원특별자치도 태백시 황지동 270-30,37.177350,128.9858037851,,강원특별자치도 태백,033-550-2063,2024-10-21,4221000,강원특별자치도 태백시
대황지약국,강원특별자치도,태백시,강원특별자치도 태백시 황지로 169,강원특별자치도 태백시 황지동 253-48,37.1734286175,128.991050,,강원특별자치도 태백,033-550-2063,2024-10-21,4221000,강원특별자치도 태백시
전문약국,강원특별자치도,태백시,강원특별자치도 태백시 황지로 96,강원특별자치도 태백시 황지동 62-1,37.1672980771,128.9920196984,,강원특별자치도 태백,033-550-2063,2024-10-21,4221000,강원특별자치도 태백시
푸른약국,강원특별자치도,태백시,강원특별자치도 태백시 번영로 359-1,강원특별자치도 태백시 황지동 30-15,37.171740,128.992790,,강원특별자치도 태백,033-550-2063,2024-10-21,4221000,강원특별자치도 태백시
정다운약국,강원특별자치도,태백시,강원특별자치도 태백시 서황지로 4,강원특별자치도 태백시 황지동 25-150,37.1720086872,128.9901312485,,강원특별자치도 태백,033-550-2063,2024-10-21,4221000,강원특별자치도 태백시
건강약국,강원특별자치도,태백시,강원특별자치도 태백시 황지로 87,강원특별자치도 태백시 황지동 59-34,37.166686,128.991754,,강원특별자치도 태백,033-550-2063,2024-10-21,4221000,강원특별자치도 태백시
발한동행정복지센터,강원특별자치도,동해시,강원특별자치도 동해시 발한로 211,강원특별자치도 동해시 발한동 239-1,37.5485078,129.1076471,행정복지센터 내,강원특별자치도 동해,033-530-2153,2024-10-16,4211000,강원특별자치도 동해시
묵호동행정복지센터,강원특별자치도,동해시,강원특별자치도 동해시 논골길 78,강원특별자치도 동해시 묵호진동 1-44,37.558699,129.1142608,행정복지센터 내,강원특별자치도 동해,033-530-2153,2024-10-16,4211000,강원특별자치도 동해시
북삼동행정복지센터,강원특별자치도,동해시,강원특별자치도 동해시 효자남길 33-4,강원특별자치도 동해시 동회동 110,37.489408,129.107598,행정복지센터 내,강원특별자치도 동해,033-530-2153,2024-10-16,4211000,강원특별자치도 동해시
천곡동행정복지센터,강원특별자치도,동해시,강원특별자치도 동해시 천곡로 98-1,강원특별자치도 동해시 천곡동 842,37.5229083,129.1163522,행정복지센터 내,강원특별자치도 동해,033-530-2153,2024-10-16,4211000,강원특별자치도 동해시
삼화동행정복지센터,강원특별자치도,동해시,강원특별자치도 동해시 무릉1길 10,강원특별자치도 동해시 이로동 183-2,37.488444,129.067599,행정복지센터 내,강원특별자치도 동해,033-530-2153,2024-10-16,4211000,강원특별자치도 동해시
송정동행정복지센터,강원특별자치도,동해시,강원특별자치도 동해시 동해항2길 25,강원특별자치도 동해시 송정동 854-110,37.499715,129.128639,행정복지센터 내,강원특별자치도 동해,033-530-2153,2024-10-16,4211000,강원특별자치도 동해시
동해시보건소,강원특별자치도,동해시,강원특별자치도 동해시 천곡로 100-2,강원특별자치도 동해시 천곡동 840,37.5229105,129.117065,보건소 내,강원특별자치도 동해,033-530-2153,2024-10-16,4211000,강원특별자치도 동해시
부산광역시 강서구청,부산광역시,강서구,부산광역시 강서구 낙동북로 477,부산광역시 강서구 대저1동 2300,35.2121997,128.9805896,구청 내 서편 1층,부산광역시 강서구청,051-970-4436,2024-10-11,3360000,부산광역시 강서구
명지1동 행정복지센터,부산광역시,강서구,부산광역시 강서구 명지국제8로 131,부산광역시 강서구 명지동 1996,35.09794281,128.9191023,1층 민원실 입구 옆,부산광역시 강서구청,051-970-2942,2024-10-11,3360000,부산광역시 강서구
명지2동 행정복지센터,부산광역시,강서구,부산광역시 강서구 명지오션시티11로 35,부산광역시 강서구 명지동 3232-5,35.08456457,128.9000682,명지2동 행정복지센터 민원실 뒤편 문고 우측,부산광역시 강서구청,051-970-2988,2024-10-11,3360000,부산광역시 강서구
녹산동 행정복지센터,부산광역시,강서구,부산광역시 강서구 가락대로 900번가길 32,부산광역시 강서구 범방동 1843-2,35.15352557,128.8837834,입구 무인민원발급기 옆,부산광역시 강서구청,051-970-4621,2024-10-11,3360000,부산광역시 강서구
녹산동 행정복지센터 신호민원센터,부산광역시,강서구,부산광역시 강서구 신호산단4로 56 1층,부산광역시 강서구 신호동 218-6,35.08543962,128.8791212,민원실 정수기 옆,부산광역시 강서구청,051-970-4621,2024-10-11,3360000,부산광역시 강서구
녹산동 행정복지센터 지사민원센터,부산광역시,강서구,부산광역시 강서구 과학산단2로20번길 5 지사문화회관 1층,부산광역시 강서구 지사동 1180,35.15093204,128.8312942,지사민원센터 내 책장 위,부산광역시 강서구청,051-970-4621,2024-10-11,3360000,부산광역시 강서구
가덕도 행정복지센터,부산광역시,강서구,부산광역시 강서구 동선길 10,부산광역시 강서구 성북동 272-2,35.05664095,128.8316513,가덕도 행정복지센터 1층 민원실 입구,부산광역시 강서구청,051-970-2973,2024-10-11,3360000,부산광역시 강서구
부산광역시 강서구 강동보건지소,부산광역시,강서구,부산광역시 강서구 낙동북로 102번길 76,부산광역시 강서구 강동동 60-3,35.21619989,128.9376691,강동 보건지소 로비,부산광역시 강서구청,051-970-4795,2024-10-11,3360000,부산광역시 강서구
부산광역시 강서구 가락보건지소,부산광역시,강서구,부산광역시 강서구 가락대로 1476,부산광역시 강서구 죽림동 716-3,35.19640759,128.9018073,가락보건지소 내부,부산광역시 강서구청,051-970-4798,2024-10-11,3360000,부산광역시 강서구
부산광역시 강서구 녹산보건지소,부산광역시,강서구,부산광역시 강서구 생곡로 17,부산광역시 강서구 녹산동 14-6,35.1234673,128.8955266,녹산보건지소 1층 내부 정문,부산광역시 강서구청,051-970-4778,2024-10-11,3360000,부산광역시 강서구
부산광역시 강서구 가덕도 보건지소,부산광역시,강서구,부산광역시 강서구 성북1길 70-1,부산광역시 강서구 성북동 440,35.05359353,128.8304254,"가덕도보건지소 내 로비, 상동",부산광역시 강서구청,051-970-4797,2024-10-11,3360000,부산광역시 강서구
강진군보건소,전라남도,강진군,전라남도 강진군 강진읍 목리길 11,전라남도 강진군 강진읍 동성리 66-3,34.63833623,126.77571,,강진군보건소,,2024-09-13,4920000,전라남도 강진군
강진군군동보건지소,전라남도,강진군,전라남도 강진군 군동면 진흥로 324-9,전라남도 강진군 군동면 라천리 71-1,34.64373942,126.8165252,,강진군군동보건지소,,2024-09-13,4920000,전라남도 강진군
강진군칠량보건지소,전라남도,강진군,전라남도 강진군 칠량면 칠량로 74,전라남도 강진군 칠량면 영동리 1137-77,34.57212233,126.798776,,강진군칠량보건지소,,2024-09-13,4920000,전라남도 강진군
강진군대구보건지소,전라남도,강진군,전라남도 강진군 대구면 수동길 2,전라남도 강진군 대구면 수동리 998-5,34.49404299,126.8003633,,강진군대구보건지소,,2024-09-13,4920000,전라남도 강진군
강진군마량보건지소,전라남도,강진군,전라남도 강진군 마량면 마량4길 1,전라남도 강진군 마량면 마량리 786,34.45188459,126.8165243,,강진군마량보건지소,,2024-09-13,4920000,전라남도 강진군
강진군도암보건지소,전라남도,강진군,전라남도 강진군 도암면 도암중앙로 61,전라남도 강진군 도암면 항촌리 1089,34.54538311,126.7279501,,강진군도암보건지소,,2024-09-13,4920000,전라남도 강진군
강진군신전보건지소,전라남도,강진군,전라남도 강진군 신전면 신전중앙길 15-4,전라남도 강진군 신전면 수양리 170-41,34.51321243,126.7205961,,강진군신전보건지소,,2024-09-13,4920000,전라남도 강진군
강진군성전보건지소,전라남도,강진군,전라남도 강진군 성전면 예향로 12-11,전라남도 강진군 성전면 월평리 66-6,34.69185627,126.7095961,,강진군성전보건지소,,2024-09-13,4920000,전라남도 강진군
강진군작천보건지소,전라남도,강진군,전라남도 강진군 작천면 평리길 37-5,전라남도 강진군 작천면 평리 412-17,34.70298652,126.7741085,,강진군작천보건지소,,2024-09-13,4920000,전라남도 강진군
강진군병영보건지소,전라남도,강진군,전라남도 강진군 병영면 성남하고길 22,전라남도 강진군 병영면 성남리 189-2,34.71691358,126.8127347,,강진군병영보건지소,,2024-09-13,4920000,전라남도 강진군
강진군옴천보건지소,전라남도,강진군,전라남도 강진군 옴천면 개산중앙길 11-12,전라남도 강진군 옴천면 개산리 279-13,34.74452517,126.7936364,,강진군옴천보건지소,,2024-09-13,4920000,전라남도 강진군
강진군칠량면단월보건진료소,전라남도,강진군,전라남도 강진군 칠량면 치산길 7,전라남도 강진군 칠량면 단월리 674-1,34.56364959,126.8394402,,강진군칠량면단월보건,,2024-09-13,4920000,전라남도 강진군
강진군대구면계율보건진료소,전라남도,강진군,전라남도 강진군 대구면 계율길 41,전라남도 강진군 대구면 계율리 669-1,34.50857415,126.8147655,,강진군대구면계율보건,,2024-09-13,4920000,전라남도 강진군
강진군도암면신기보건진료소,전라남도,강진군,전라남도 강진군 도암면 월곶로 278,전라남도 강진군 도암면 용흥리 312-4,34.5342915,126.7543997,,강진군도암면신기보건,,2024-09-13,4920000,전라남도 강진군
장흥읍사무소,전라남도,장흥군,전라남도 장흥군 칠거리예양로 83,전라남도 장흥군 장흥읍 기양리 110,34.67974213,126.902653,행정복지센터,전라남도 장흥군,061-860-8441,2024-10-01,4910000,전라남도 장흥군
강진군도암면강정보건진료소,전라남도,강진군,전라남도 강진군 도암면 지석로 460,전라남도 강진군 도암면 강정리 314-2,34.59957964,126.680139,,강진군도암면강정보건,,2024-09-13,4920000,전라남도 강진군
강진군신전면송천보건진료소,전라남도,강진군,전라남도 강진군 신전면 운주로 331,전라남도 강진군 신전면 송천리 106,34.48352079,126.7290422,,강진군신전면송천보건,,2024-09-13,4920000,전라남도 강진군
강진군작천면용산보건진료소,전라남도,강진군,전라남도 강진군 작천면 열수로 58,전라남도 강진군 작천면 삼열리 778,34.71715147,126.7670529,,강진군작천면용산보건,,2024-09-13,4920000,전라남도 강진군
강진군옴천면영산보건진료소,전라남도,강진군,전라남도 강진군 옴천면 장강로 1776,전라남도 강진군 옴천면 영산리 376-1,34.75874922,126.7712052,,강진군옴천면영산보건,,2024-09-13,4920000,전라남도 강진군
강진읍사무소,전라남도,강진군,전라남도 강진군 강진읍 초지길 21,전라남도 강진군 강진읍 남성리 12-4,34.6358247,126.7735922,,강진읍사무소,,2024-09-13,4920000,전라남도 강진군
군동면사무소,전라남도,강진군,전라남도 강진군 군동면 진흥로 315,전라남도 강진군 군동면 라천리 268,34.64489895,126.8150411,,군동면사무소,,2024-09-13,4920000,전라남도 강진군
칠량면사무소,전라남도,강진군,전라남도 강진군 칠량면 칠량로 67,전라남도 강진군 칠량면 영동리 1072-7,34.57282146,126.7993572,,칠량면사무소,,2024-09-13,4920000,전라남도 강진군
대구면사무소,전라남도,강진군,전라남도 강진군 대구면 수동길 18,전라남도 강진군 대구면 수동리 541,34.49539224,126.8007745,,대구면사무소,,2024-09-13,4920000,전라남도 강진군
마량면사무소,전라남도,강진군,전라남도 강진군 마량면 마량8길 20,전라남도 강진군 마량면 마량리 970,34.45090369,126.8187477,,마량면사무소,,2024-09-13,4920000,전라남도 강진군
도암면사무소,전라남도,강진군,전라남도 강진군 도암면 도암중앙로 73,전라남도 강진군 도암면 항촌리 1122-1,34.54606493,126.7276091,,도암면사무소,,2024-09-13,4920000,전라남도 강진군
신전면사무소,전라남도,강진군,전라남도 강진군 신전면 신전중앙길 21,전라남도 강진군 신전면 수양리 170-16,34.51357582,126.7200117,,신전면사무소,,2024-09-13,4920000,전라남도 강진군
성전면사무소,전라남도,강진군,전라남도 강진군 성전면 예향로 16,전라남도 강진군 성전면 월평리 66-1,34.69268997,126.7090569,,성전면사무소,,2024-09-13,4920000,전라남도 강진군
작천면사무소,전라남도,강진군,전라남도 강진군 작천면 평리3길 2,전라남도 강진군 작천면 평리 346,34.70422156,126.7713976,,작천면사무소,,2024-09-13,4920000,전라남도 강진군
병영면사무소,전라남도,강진군,전라남도 강진군 성남하고길 22,전라남도?강진군?병영면?성남리 189-2,34.71692273,126.8127316,,병영면사무소,,2024-09-13,4920000,전라남도 강진군
옴천면사무소,전라남도,강진군,전라남도 강진군 옴천면 개산중앙길 22,전라남도 강진군 옴천면 개산리 254-1,34.74506136,126.7943963,,옴천면사무소,,2024-09-13,4920000,전라남도 강진군
건강약국,전라남도,강진군,전라남도 강진군 강진읍 영랑로3길 29-1,전라남도 강진군 강진읍 남성리 19-10,34.63965231,126.7711438,,건강약국,,2024-09-13,4920000,전라남도 강진군
대성약국,전라남도,강진군,전라남도 강진군 강진읍 탐진로 6,전라남도 강진군 강진읍 서성리 322-34,34.6358803,126.7584061,,대성약국,,2024-09-13,4920000,전라남도 강진군
강진종로약국,전라남도,강진군,전라남도 강진군 강진읍 영랑로 25,전라남도 강진군 강진읍 평동리 176-6,34.63789342,126.7686541,,강진종로약국,,2024-09-13,4920000,전라남도 강진군
한사랑약국,전라남도,강진군,전라남도 강진군 강진읍 중앙로 95,전라남도 강진군 강진읍 서성리 12,34.63869902,126.7674602,,한사랑약국,,2024-09-13,4920000,전라남도 강진군
국제약국,전라남도,강진군,전라남도 강진군 강진읍 영랑로3길 5-1,전라남도 강진군 강진읍 남성리 5-12,34.63843892,126.7691058,,국제약국,,2024-09-13,4920000,전라남도 강진군
한겨레약국,전라남도,강진군,전라남도 강진군 강진읍 연지길 19,전라남도 강진군 강진읍 남성리 80-2,34.64095198,126.7689371,,한겨레약국,,2024-09-13,4920000,전라남도 강진군
플러스약국,전라남도,강진군,전라남도 강진군 강진읍 평동2길 30,전라남도 강진군 강진읍 평동리 175-6,34.63803187,126.7680332,,플러스약국,,2024-09-13,4920000,전라남도 강진군
강진백제약국,전라남도,강진군,전라남도 강진군 강진읍 영랑로 38,전라남도 강진군 강진읍 평동리 168-1,34.63894724,126.7682486,,강진백제약국,,2024-09-13,4920000,전라남도 강진군
강진약국,전라남도,강진군,전라남도 강진군 강진읍 보은로1길 28,전라남도 강진군 강진읍 남성리 18-20,34.6386181,126.7693257,,강진약국,,2024-09-13,4920000,전라남도 강진군
신한약국,전라남도,강진군,전라남도 강진군 강진읍 영랑로 35,전라남도 강진군 강진읍 평동리 167-1,34.63852178,126.7678782,,신한약국,,2024-09-13,4920000,전라남도 강진군
하나로약국,전라남도,강진군,전라남도 강진군 칠량면 칠량로 69,전라남도 강진군 칠량면 영동리 1072-9,34.57253705,126.7990272,,하나로약국,,2024-09-13,4920000,전라남도 강진군
한솔약국,전라남도,강진군,전라남도 강진군 마량면 마량7길 14-2,전라남도 강진군 마량면 마량리 987-14,34.45109758,126.8174641,,한솔약국,,2024-09-13,4920000,전라남도 강진군
제일약국,전라남도,강진군,전라남도 강진군 성전면 예향로 1,전라남도 강진군 성전면 월평리 31-6,34.69156348,126.7083118,,제일약국,,2024-09-13,4920000,전라남도 강진군
병영약국,전라남도,강진군,전라남도 강진군 병영면 병영성로 117,전라남도 강진군 병영면 성남리 127-2,34.71489821,126.8156585,,병영약국,,2024-09-13,4920000,전라남도 강진군
동문경로당,전라남도,강진군,전라남도 강진군 강진읍 동문길 34,전라남도 강진군 강진읍 동성리 475-1,34.64332397,126.7699148,,동문경로당,,2024-09-13,4920000,전라남도 강진군
목화경로당,전라남도,강진군,전라남도 강진군 강진읍 목화길 29,전라남도 강진군 강진읍 동성리 606-1,34.64788252,126.7706084,,목화경로당,,2024-09-13,4920000,전라남도 강진군
고내경로당,전라남도,강진군,전라남도 강진군 강진읍 동문길 15,전라남도 강진군 강진읍 동성리 389-2,34.64224643,126.7706013,,고내경로당,,2024-09-13,4920000,전라남도 강진군
동명경로당,전라남도,강진군,전라남도 강진군 강진읍 동성로 18-3,전라남도 강진군 강진읍 동성리 198-25,34.64050335,126.7746262,,동명경로당,,2024-09-13,4920000,전라남도 강진군
남문경로당,전라남도,강진군,전라남도 강진군 강진읍 영랑로2길 13,전라남도 강진군 강진읍 남성리 22-20,34.63840415,126.7700719,,남문경로당,,2024-09-13,4920000,전라남도 강진군
탑동경로당,전라남도,강진군,전라남도 강진군 강진읍 탑동길 9-1,전라남도 강진군 강진읍 남성리 154-1,34.64080616,126.7677188,,탑동경로당,,2024-09-13,4920000,전라남도 강진군
서문경로당,전라남도,강진군,전라남도 강진군 강진읍 탐진로 77,전라남도 강진군 강진읍 서성리 122,34.63932405,126.7647678,,서문경로당,,2024-09-13,4920000,전라남도 강진군
신성경로당,전라남도,강진군,전라남도 강진군 강진읍 서성2길 5,전라남도 강진군 강진읍 서성리 48-7,34.63692776,126.7652318,,신성경로당,,2024-09-13,4920000,전라남도 강진군
홍암경로당,전라남도,강진군,전라남도 강진군 강진읍 솔치로 12-3,전라남도 강진군 강진읍 서성리 555-6,34.64018374,126.7544327,,홍암경로당,,2024-09-13,4920000,전라남도 강진군
신풍경로당,전라남도,강진군,전라남도 강진군 강진읍 강진신풍길 78,전라남도 강진군 강진읍 교촌리 83-1,34.65167981,126.7780348,,신풍경로당,,2024-09-13,4920000,전라남도 강진군
교촌경로당,전라남도,강진군,전라남도 강진군 강진읍 향교로 116,전라남도 강진군 강진읍 교촌리 302-4,34.64876626,126.7737527,,교촌경로당,,2024-09-13,4920000,전라남도 강진군
점수경로당,전라남도,강진군,전라남도 강진군 강진읍 교촌길 62-10,전라남도 강진군 강진읍 교촌리 161-1,34.64712231,126.779162,,점수경로당,,2024-09-13,4920000,전라남도 강진군
목리경로당,전라남도,강진군,전라남도 강진군 강진읍 이학래길 26,전라남도 강진군 강진읍 목리 110,34.63305106,126.7780492,,목리경로당,,2024-09-13,4920000,전라남도 강진군
평동경로당,전라남도,강진군,전라남도 강진군 강진읍 금릉3길 10,전라남도 강진군 강진읍 평동리 140-2,34.63444814,126.7687974,,평동경로당,,2024-09-13,4920000,전라남도 강진군
중앙동경로당,전라남도,강진군,전라남도 강진군 강진읍 보은로 79,전라남도 강진군 강진읍 평동리 136-8,34.63517255,126.7682361,,중앙동경로당,,2024-09-13,4920000,전라남도 강진군
남포경로당,전라남도,강진군,전라남도 강진군 강진읍 남포길 42-1,전라남도 강진군 강진읍 남포리 631-4,34.62212576,126.7677435,,남포경로당,,2024-09-13,4920000,전라남도 강진군
도원경로당,전라남도,강진군,전라남도 강진군 강진읍 도원길 28,전라남도 강진군 강진읍 학명리 652-1,34.62667653,126.7605436,,도원경로당,,2024-09-13,4920000,전라남도 강진군
호산경로당,전라남도,강진군,전라남도 강진군 강진읍 호산길 28,전라남도 강진군 강진읍 학명리 868-1,34.62171575,126.7478837,,호산경로당,,2024-09-13,4920000,전라남도 강진군
학산경로당,전라남도,강진군,전라남도 강진군 강진읍 학산길 22,전라남도 강진군 강진읍 학명리 495-17,34.62374328,126.750126,,학산경로당,,2024-09-13,4920000,전라남도 강진군
초동경로당,전라남도,강진군,전라남도 강진군 강진읍 초동길 33,전라남도 강진군 강진읍 학명리 246-6,34.61310221,126.7576498,,초동경로당,,2024-09-13,4920000,전라남도 강진군
학림경로당,전라남도,강진군,전라남도 강진군 강진읍 학림길 6,전라남도 강진군 강진읍 임천리 498-8,34.61763577,126.7470185,,학림경로당,,2024-09-13,4920000,전라남도 강진군
신천경로당,전라남도,강진군,전라남도 강진군 강진읍 신천길 58,전라남도 강진군 강진읍 임천리 183-5,34.60766938,126.7421926,,신천경로당,,2024-09-13,4920000,전라남도 강진군
장동경로당,전라남도,강진군,전라남도 강진군 강진읍 영파길 221,전라남도 강진군 강진읍 영파리 841-1,34.61254832,126.7225873,,장동경로당,,2024-09-13,4920000,전라남도 강진군
팔영경로당,전라남도,강진군,전라남도 강진군 강진읍 영파길 101,전라남도 강진군 강진읍 영파리 277-2,34.60666894,126.7294003,,팔영경로당,,2024-09-13,4920000,전라남도 강진군
차경경로당,전라남도,강진군,전라남도 강진군 강진읍 영파길 8-27,전라남도 강진군 강진읍 영파리 137-4,34.61025348,126.7361826,,차경경로당,,2024-09-13,4920000,전라남도 강진군
기룡경로당,전라남도,강진군,전라남도 강진군 강진읍 덕남로 156,전라남도 강진군 강진읍 덕남리 424-7,34.60786925,126.7558773,,기룡경로당,,2024-09-13,4920000,전라남도 강진군
덕동경로당,전라남도,강진군,전라남도 강진군 강진읍 강진덕동길 33-4,전라남도 강진군 강진읍 덕남리 121-5,34.59613853,126.7624941,,덕동경로당,,2024-09-13,4920000,전라남도 강진군
춘곡경로당,전라남도,강진군,전라남도 강진군 강진읍 춘곡길 77-4,전라남도 강진군 강진읍 덕남리 279-2,34.59472332,126.7586114,,춘곡경로당,,2024-09-13,4920000,전라남도 강진군
송정경로당,전라남도,강진군,전라남도 강진군 강진읍 송정길 58,전라남도 강진군 강진읍 송전리 84-1,34.6449627,126.7517218,,송정경로당,,2024-09-13,4920000,전라남도 강진군
장전경로당,전라남도,강진군,전라남도 강진군 강진읍 장전길 42-5,전라남도 강진군 강진읍 송전리 355,34.63958367,126.7455125,,장전경로당,,2024-09-13,4920000,전라남도 강진군
화전경로당,전라남도,강진군,전라남도 강진군 강진읍 화전발산길 26,전라남도 강진군 강진읍 송전리 921-1,34.64590236,126.7376427,,화전경로당,,2024-09-13,4920000,전라남도 강진군
송현경로당,전라남도,강진군,전라남도 강진군 강진읍 송덕안길 27-4,전라남도 강진군 강진읍 송덕리 131-10,34.65635601,126.7503586,,송현경로당,,2024-09-13,4920000,전라남도 강진군
봉덕경로당,전라남도,강진군,전라남도 강진군 강진읍 송덕길 105-7,전라남도 강진군 강진읍 송덕리 285-1,34.65524686,126.7446,,봉덕경로당,,2024-09-13,4920000,전라남도 강진군
신학경로당,전라남도,강진군,전라남도 강진군 강진읍 홍천길 99,전라남도 강진군 강진읍 춘전리 319-9,34.63311936,126.7428733,,신학경로당,,2024-09-13,4920000,전라남도 강진군
부춘경로당,전라남도,강진군,전라남도 강진군 강진읍 지전부춘길 20,전라남도 강진군 강진읍 춘전리 484-1,34.63332275,126.728897,,부춘경로당,,2024-09-13,4920000,전라남도 강진군
보전경로당,전라남도,강진군,전라남도 강진군 강진읍 보전길 16-5,전라남도 강진군 강진읍 춘전리 1012-1,34.63531957,126.7191999,,보전경로당,,2024-09-13,4920000,전라남도 강진군
월정경로당,전라남도,강진군,전라남도 강진군 강진읍 지전로안길 47-20,전라남도 강진군 강진읍 춘전리 583,34.63885142,126.7298709,,월정경로당,,2024-09-13,4920000,전라남도 강진군
발산경로당,전라남도,강진군,전라남도 강진군 강진읍 화전발산길 82,전라남도 강진군 강진읍 서산리 217-14,34.64366058,126.7331099,,발산경로당,,2024-09-13,4920000,전라남도 강진군
향일경로당,전라남도,강진군,전라남도 강진군 강진읍 향일길 4,전라남도 강진군 강진읍 서산리 291-4,34.64441618,126.7228951,,향일경로당,,2024-09-13,4920000,전라남도 강진군
옥치경로당,전라남도,강진군,전라남도 강진군 강진읍 옥치길 37,전라남도 강진군 강진읍 서산리 452-2,34.65229425,126.7247302,,옥치경로당,,2024-09-13,4920000,전라남도 강진군
월남경로당,전라남도,강진군,전라남도 강진군 강진읍 지전월남길 210-11,전라남도 강진군 강진읍 서산리 1127-53,34.64762204,126.7067825,,월남경로당,,2024-09-13,4920000,전라남도 강진군
금곡경로당,전라남도,강진군,전라남도 강진군 군동면 금곡길 62,전라남도 강진군 군동면 파산리 818-5,34.66060616,126.7835071,,금곡경로당,,2024-09-13,4920000,전라남도 강진군
신리경로당,전라남도,강진군,전라남도 강진군 군동면 신리길 10-6,전라남도 강진군 군동면 파산리 492-1,34.65579061,126.7918353,,신리경로당,,2024-09-13,4920000,전라남도 강진군
생동경로당,전라남도,강진군,전라남도 강진군 군동면 생동길 56,전라남도 강진군 군동면 파산리 600-3,34.65575223,126.7976832,,생동경로당,,2024-09-13,4920000,전라남도 강진군
호동경로당,전라남도,강진군,전라남도 강진군 군동면 호동길 25,전라남도 강진군 군동면 호계리 647-2,34.64723382,126.7872227,,호동경로당,,2024-09-13,4920000,전라남도 강진군
문화경로당,전라남도,강진군,전라남도 강진군 군동면 문화마을길 6,전라남도 강진군 군동면 호계리 1291-9,34.6496349,126.7867731,,문화경로당,,2024-09-13,4920000,전라남도 강진군
영포경로당,전라남도,강진군,전라남도 강진군 군동면 영포1길 8,전라남도 강진군 군동면 호계리 763,34.64340615,126.785165,,영포경로당,,2024-09-13,4920000,전라남도 강진군
갈전경로당,전라남도,강진군,전라남도 강진군 군동면 갈전길 13-1,전라남도 강진군 군동면 호계리 271-2,34.64306542,126.7946458,,갈전경로당,,2024-09-13,4920000,전라남도 강진군
오산경로당,전라남도,강진군,전라남도 강진군 군동면 진흥로 171,전라남도 강진군 군동면 호계리 184,34.64385842,126.7993621,,오산경로당,,2024-09-13,4920000,전라남도 강진군
평리경로당,전라남도,강진군,전라남도 강진군 군동면 군동평리길 23,전라남도 강진군 군동면 라천리 279-1,34.64269164,126.8138788,,평리경로당,,2024-09-13,4920000,전라남도 강진군
시목경로당,전라남도,강진군,전라남도 강진군 군동면 시목안길 7,전라남도 강진군 군동면 라천리 644-1,34.65292977,126.8073778,,시목경로당,,2024-09-13,4920000,전라남도 강진군
동동경로당,전라남도,강진군,전라남도 강진군 군동면 동동길 99,전라남도 강진군 군동면 라천리 724,34.65138891,126.8115062,,동동경로당,,2024-09-13,4920000,전라남도 강진군
남향경로당,전라남도,강진군,전라남도 강진군 군동면 남향길 24,전라남도 강진군 군동면 라천리 423-1,34.64160323,126.8052664,,남향경로당,,2024-09-13,4920000,전라남도 강진군
내동경로당,전라남도,강진군,전라남도 강진군 군동면 내동길 40,전라남도 강진군 군동면 금강리 597-1,34.64748165,126.8294496,,내동경로당,,2024-09-13,4920000,전라남도 강진군
안풍경로당,전라남도,강진군,전라남도 강진군 군동면 군동금강길 115,전라남도 강진군 군동면 금강리 305,34.64713826,126.8345972,,안풍경로당,,2024-09-13,4920000,전라남도 강진군
서은경로당,전라남도,강진군,전라남도 강진군 군동면 서은길 106,전라남도 강진군 군동면 금강리 536-2,34.65236802,126.8298782,,서은경로당,,2024-09-13,4920000,전라남도 강진군
화방경로당,전라남도,강진군,전라남도 강진군 군동면 화방1길 6,전라남도 강진군 군동면 화산리 700,34.65960934,126.8246772,,화방경로당,,2024-09-13,4920000,전라남도 강진군
삼화경로당,전라남도,강진군,전라남도 강진군 군동면 금천로 309,전라남도 강진군 군동면 화산리 159,34.66391993,126.8341697,,삼화경로당,,2024-09-13,4920000,전라남도 강진군
영화경로당,전라남도,강진군,전라남도 강진군 군동면 영화길 17,전라남도 강진군 군동면 화산리 479-4,34.6620775,126.8286958,,영화경로당,,2024-09-13,4920000,전라남도 강진군
안지경로당,전라남도,강진군,전라남도 강진군 군동면 안지서길 2,전라남도 강진군 군동면 용소리 461,34.64494453,126.8439732,,안지경로당,,2024-09-13,4920000,전라남도 강진군
신기경로당,전라남도,강진군,전라남도 강진군 군동면 신기길 5,전라남도 강진군 군동면 용소리 582-1,34.65366041,126.8456024,,신기경로당,,2024-09-13,4920000,전라남도 강진군
석동경로당,전라남도,강진군,전라남도 강진군 군동면 석동길 34,전라남도 강진군 군동면 용소리 17-1,34.67649576,126.8569098,,석동경로당,,2024-09-13,4920000,전라남도 강진군
풍동경로당,전라남도,강진군,전라남도 강진군 군동면 풍동1길 19,전라남도 강진군 군동면 풍동리 621-1,34.65224358,126.8545078,,풍동경로당,,2024-09-13,4920000,전라남도 강진군
봉산경로당,전라남도,강진군,전라남도 강진군 군동면 풍동길 110,전라남도 강진군 군동면 풍동리 1107-6,34.65077238,126.8522107,,봉산경로당,,2024-09-13,4920000,전라남도 강진군
벽송경로당,전라남도,강진군,전라남도 강진군 군동면 풍동1길 33,전라남도 강진군 군동면 풍동리 563,34.65312416,126.8538009,,벽송경로당,,2024-09-13,4920000,전라남도 강진군
명암경로당,전라남도,강진군,전라남도 강진군 군동면 명암길 48-2,전라남도 강진군 군동면 풍동리 52,34.65333355,126.8653742,,명암경로당,,2024-09-13,4920000,전라남도 강진군
