시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
적성전통시장,상설장+5일장,경기도 파주시 적성면 청송로 1023,경기도 파주시 적성면 마지리 46-8,5일+10일,37.954609,126.918669,86,축산물+가공식품+의류/신발+음식점업+기타소매업,,,Y,Y,2013,031-958-8662,2022-07-06,B553077,소상공인시장진흥공단
남문패션1번가시장,상설장,경기도 수원시 팔달구 정조로758번길 24,경기도 수원시 팔달구 영동 43-5,매일,37.275626,127.018108,156,가공식품+의류/신발+가정용품+음식점업+기타소매업,,,N,N,2005,031-255-5226,2022-07-06,B553077,소상공인시장진흥공단
매산시장,상설장,경기도 수원시 팔달구 권선로 477,경기도 수원시 팔달구 매산로2가 90-5,매일,37.264571,127.003354,103,농산물+축산물+수산물+음식점업+기타소매업,,,N,N,2011,031-224-7893,2022-07-06,B553077,소상공인시장진흥공단
못골종합시장,상설장,경기도 수원시 팔달구 수원천로258번길 10-12,경기도 수원시 팔달구 지동 388-3,매일,37.276028,127.020773,89,농산물+축산물+수산물+음식점업+기타소매업,,,Y,Y,2005,031-246-5638,2022-07-06,B553077,소상공인시장진흥공단
미나리광시장,상설장,경기도 수원시 팔달구 수원천로 266-4,경기도 수원시 팔달구 지동 400-12,매일,37.277277,127.019639,60,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2006,031-254-7795,2022-07-06,B553077,소상공인시장진흥공단
북수원시장,상설장,경기도 수원시 장안구 파장로82번길 9,경기도 수원시 장안구 파장동 572-35,매일,37.307027,126.992167,153,농산물+축산물+수산물+가공식품+기타소매업,,,N,Y,2005,031-268-7526,2022-07-06,B553077,소상공인시장진흥공단
시민상가시장,상설장,경기도 수원시 팔달구 팔달문로4번길 19,경기도 수원시 팔달구 영동 10-18,매일,37.276684,127.017985,54,의류/신발+가정용품+음식점업,,,Y,N,2005,,2022-07-06,B553077,소상공인시장진흥공단
역전시장,상설장,경기도 수원시 팔달구 매산로 2-10,경기도 수원시 팔달구 매산로1가 57-3,매일,37.266302,127.002339,200,가공식품+의류/신발+가정용품+음식점업+기타소매업,,,Y,Y,2006,,2022-07-06,B553077,소상공인시장진흥공단
연무시장,상설장,경기도 수원시 장안구 월드컵로428번길 10,경기도 수원시 장안구 연무동 249,매일,37.29396045,127.025977,193,농산물+축산물+수산물+의류/신발+기타소매업,,https://yeonmusijang.modoo.at/,Y,Y,2011,031-308-9944,2022-07-06,B553077,소상공인시장진흥공단
영동시장,상설장,경기도 수원시 팔달구 수원천로255번길 6,경기도 수원시 팔달구 영동 9,매일,37.276816,127.0186603,305,의류/신발+가정용품+근린생활서비스,,,Y,Y,2006,031-251-0171,2022-07-06,B553077,소상공인시장진흥공단
장안문거북시장,상설장,경기도 수원시 장안구 수성로382번길 24(영화동),경기도 수원시 장안구 영화동 250-1,매일,37.293149,127.013966,137,농산물+축산물+수산물+음식점업+기타소매업,,,Y,Y,2008,031-252-7800,2022-07-06,B553077,소상공인시장진흥공단
정자시장,상설장,경기도 수원시 장안구 수성로261번길 16,경기도 수원시 장안구 정자동 73-10,매일,37.29069027,127.000881,150,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2009,031-252-0290,2022-07-06,B553077,소상공인시장진흥공단
조원시장,상설장,경기도 수원시 장안구 조원로89번길 8,경기도 수원시 장안구 조원동 743-7,매일,37.300784,127.015339,125,농산물+축산물+수산물+가공식품+기타소매업,,,Y,N,2008,1566-5491,2022-07-06,B553077,소상공인시장진흥공단
지동시장,상설장,경기도 수원시 팔달구 팔달문로 19,경기도 수원시 팔달구 지동 402-25,매일,37.277883,127.019628,236,농산물+축산물+수산물+가공식품,,,Y,Y,2005,031-256-0202,2022-07-06,B553077,소상공인시장진흥공단
팔달문시장,상설장,경기도 수원시 팔달구 정조로770번길 17,경기도 수원시 팔달구 영동 6-14,매일,37.276856,127.017886,239,의류/신발,,,Y,Y,2005,031-251-5153,2022-07-06,B553077,소상공인시장진흥공단
화서시장,상설장,경기도 수원시 팔달구 동말로 72,경기도 수원시 팔달구 화서동 97-1,매일,37.278578,127.0020898,203,농산물+축산물+수산물+가공식품+기타소매업,,wwww.화서시장.com,Y,Y,2005,031-241-4578,2022-07-06,B553077,소상공인시장진흥공단
시흥삼미시장,상설장,경기도 시흥시 삼미시장2길 35,경기도 시흥시 신천동 738-4,매일,37.440407,126.7838201,157,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2006,031-311-7006,2022-07-06,B553077,소상공인시장진흥공단
정왕시장,상설장,경기도 시흥시 정왕시장길 51,경기도 시흥시 정왕동 1203,매일,37.345806,126.748569,75,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2016,031-434-0111,2022-07-06,B553077,소상공인시장진흥공단
도일시장,상설장+5일장,경기도 시흥시 도일로 100-1,경기도 시흥시 거모동 1669-22,3일+8일,37.339515,126.784076,56,축산물,,,Y,N,2018,031-494-5515,2022-07-06,B553077,소상공인시장진흥공단
스타프라자전통시장,상설장,경기도 안산시 상록구 화랑로 513,경기도 안산시 상록구 성포동 583,매일,37.320816,126.844722,222,가공식품+의류/신발+가정용품+음식점업,,,Y,Y,2017,,2022-07-06,B553077,소상공인시장진흥공단
신안코아,상설장,경기도 안산시 상록구 반석로 44,경기도 안산시 상록구 본오동 871,매일,37.295016,126.864574,139,의류/신발+가정용품+기타소매업,,,Y,Y,2017,031-406-2105,2022-07-06,B553077,소상공인시장진흥공단
신안프라자전통시장,상설장,경기도 안산시 상록구 반석로 54,경기도 안산시 상록구 본오동 871,매일,37.296475,126.865821,103,농산물+축산물+수산물+의류/신발+음식점업,,shinanplaza.modoo.at,Y,Y,2019,031-406-2104,2022-07-06,B553077,소상공인시장진흥공단
안산시시민시장,상설장+5일장,경기도 안산시 단원구 화랑로 149,경기도 안산시 단원구 초지동 604-4,5일+10일,37.325372,126.805088,218,농산물+가공식품+의류/신발+음식점업+기타소매업,,,Y,Y,2006,031-411-1040,2022-07-06,B553077,소상공인시장진흥공단
월드프라자,상설장,경기도 안산시 상록구 본삼로 60,경기도 안산시 상록구 본오동 872,매일,37.300555,126.866449,234,농산물+의류/신발+가정용품+음식점업+기타소매업,,,Y,Y,2017,031-407-0951,2022-07-06,B553077,소상공인시장진흥공단
안성맞춤시장,상설장,경기도 안성시 시장길 37,경기도 안성시 서인동 13-99,매일,37.006631,127.270353,123,가공식품+의류/신발+가정용품+음식점업+기타소매업,,,Y,Y,1983,031-677-4779,2022-07-06,B553077,소상공인시장진흥공단
일죽시장,상설장+5일장,경기도 안성시 일죽면 금일로 467,경기도 안성시 일죽면 송천리 15-18,1일+6일,37.093369,127.478422,109,축산물+기타소매업+근린생활서비스업,,www.iljuk.com,Y,Y,2018,,2022-07-06,B553077,소상공인시장진흥공단
죽산시장,5일장,경기도 안성시 죽산면 중서길 8-9,경기도 안성시 죽산면 죽산리 439-3,5일+10일,37.075988,127.423389,110,축산물+가공식품+가정용품+기타소매업,,,Y,Y,2010,031-673-3366,2022-07-06,B553077,소상공인시장진흥공단
중앙시장,상설장,경기도 안성시 장기로45번길 30,경기도 안성시 서인동 81,매일,37.006562,127.268796,64,농산물+가공식품+의류/신발+음식점업+기타소매업,,,Y,Y,2007,,2022-07-06,B553077,소상공인시장진흥공단
박달시장,상설장,경기도 안양시 만안구 양화로 132-3,경기도 안양시 만안구 박달동 21-8,매일,37.404646,126.909619,124,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2005,031-469-2660,2022-07-06,B553077,소상공인시장진흥공단
금호행복시장(금호시장),상설장,경기도 성남시 분당구 내정로165번길 38,경기도 성남시 분당구 수내동 32,매일,37.376661,127.116239,166,농산물+축산물+가공식품+의류/신발+기타소매업,,,Y,Y,2013,031-712-7268,2022-07-06,B553077,소상공인시장진흥공단
단대전통시장,상설장,경기도 성남시 중원구 광명로 289,경기도 성남시 중원구 금광동 10,매일,37.44434033,127.158328,78,축산물+의류/신발+가정용품+음식점업+기타소매업,,,Y,Y,1993,031-749-8982,2022-07-06,B553077,소상공인시장진흥공단
돌고래시장,상설장,경기도 성남시 분당구 내정로174번길 42,경기도 성남시 분당구 수내동 53,매일,37.371531,127.122168,141,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,1996,031-786-0704,2022-07-06,B553077,소상공인시장진흥공단
동신종합시장,상설장,경기도 성남시 분당구 돌마로 361,경기도 성남시 분당구 수내동 63-2,매일,37.370623,127.122966,90,의류/신발+기타소매업+근린생활서비스,,,Y,Y,1993,031-711-8628,2022-07-06,B553077,소상공인시장진흥공단
모란종합시장,상설장,경기도 성남시 중원구 성남대로 1127,경기도 성남시 중원구 성남동 4182,매일,37.43033963,127.128887,120,가공식품+기타소매업,,,Y,Y,1974,,2022-07-06,B553077,소상공인시장진흥공단
미래그린시장,상설장,경기도 성남시 분당구 불정로386번길 10,경기도 성남시 분당구 서현동 307,매일,37.373416,127.138036,98,의류/신발+가정용품+음식점업+기타소매업,,,Y,Y,1994,,2022-07-06,B553077,소상공인시장진흥공단
미래타운제2종합시장,상설장,경기도 성남시 분당구 불정로376번길 31,경기도 성남시 분당구 서현동 311,매일,37.372255,127.138871,60,의류/신발+가정용품+음식점업+기타소매업,,,Y,Y,1994,,2022-07-06,B553077,소상공인시장진흥공단
분당우성시장,상설장,경기도 성남시 분당구 중앙공원로40번길 42,경기도 성남시 분당구 서현동 94-3,매일,37.378182,127.132382,81,농산물+축산물+가공식품+의류/신발+가정용품,,,Y,Y,1995,,2022-07-06,B553077,소상공인시장진흥공단
분당종합시장,상설장,경기도 성남시 분당구 돌마로366번길 42,경기도 성남시 분당구 수내동 83-2,매일,37.36718028,127.126749,44,농산물+가공식품+의류/신발+음식점업+기타소매업,,,Y,Y,1996,,2022-07-06,B553077,소상공인시장진흥공단
상대원시장,상설장,경기도 성남시 중원구 희망로344번길 6,경기도 성남시 중원구 상대원동 2985-1,매일,37.435979,127.158772,185,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2013,031-746-7290,2022-07-06,B553077,소상공인시장진흥공단
성남남한산성시장(은행골목시장),상설장,경기도 성남시 중원구 산성대로518번길 7,경기도 성남시 중원구 은행동 1565,매일,37.456955,127.164434,74,농산물+축산물+수산물+가공식품+의류/신발,,,N,N,2014,031-748-9848,2022-07-06,B553077,소상공인시장진흥공단
야탑에이스코아시장,상설장,경기도 성남시 분당구 야탑로 64,경기도 성남시 분당구 야탑동 502,매일,37.409503,127.125979,21,농산물+수산물+음식점업+기타소매업,,,Y,Y,1997,,2022-07-06,B553077,소상공인시장진흥공단
은행시장,상설장,경기도 성남시 중원구 산성대로 526,경기도 성남시 중원구 은행동 1553,매일,37.457586,127.164485,51,농산물+가공식품+의류/신발+음식점업+기타소매업,,,Y,Y,2014,,2022-07-06,B553077,소상공인시장진흥공단
코끼리시장,상설장,경기도 성남시 분당구 내정로166번길 7-6,경기도 성남시 분당구 수내동 56,매일,37.373112,127.120422,138,의류/신발+가정용품+음식점업+기타소매업,,,Y,Y,1996,,2022-07-06,B553077,소상공인시장진흥공단
코코프라자시장,상설장,경기도 성남시 분당구 서현로210번길 20,경기도 성남시 분당구 서현동 248-6,매일,37.385857,127.124037,64,의류/신발+음식점업+기타소매업+근린생활서비스,,,Y,Y,1994,031-707-7315,2022-07-06,B553077,소상공인시장진흥공단
하대원공설시장,상설장,경기도 성남시 중원구 마지로 118,경기도 성남시 중원구 하대원동 266-1,매일,37.427466,127.142237,105,농산물+축산물+수산물+가공식품,,,Y,Y,2018,031-752-5572,2022-07-06,B553077,소상공인시장진흥공단
현대시장,상설장,경기도 성남시 수정구 수정북로 18,경기도 성남시 수정구 태평동 3683,매일,37.441701,127.131979,50,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,1974,031-753-2828,2022-07-06,B553077,소상공인시장진흥공단
현대시장(분당),상설장,경기도 성남시 분당구 중앙공원로40번길 8,경기도 성남시 분당구 서현동 94,매일,37.379706,127.1301699729,106,축산물+가공식품+의류/신발+음식점업+기타소매업,,,Y,Y,1992,031-701-1240,2022-07-06,B553077,소상공인시장진흥공단
현대프라자시장,상설장,경기도 성남시 분당구 돌마로 364,경기도 성남시 분당구 수내동 79-2,매일,37.369986,127.123663,96,의류/신발+음식점업,,,Y,Y,1996,,2022-07-06,B553077,소상공인시장진흥공단
모란가축시장,상설장,경기도 성남시 중원구 성남대로 1127,경기도 성남시 중원구 성남동 4182,매일,37.43033963,127.128887,109,농산물+축산물+수산물+기타소매업,,,N,Y,2017,,2022-07-06,B553077,소상공인시장진흥공단
미금현대벤처빌시장,상설장,경기도 성남시 분당구 돌마로90번길 8,경기도 성남시 분당구 구미동 26,매일,37.349284,127.111774,123,의류/신발+가정용품+음식점업+기타소매업,,,Y,Y,2015,,2022-07-06,B553077,소상공인시장진흥공단
범한프라자시장,상설장,경기도 성남시 분당구 불정로376번길 37,경기도 성남시 분당구 서현동 312-3,매일,37.371629,127.139444,87,의류/신발+가정용품+음식점업+기타소매업,,,Y,Y,2015,031-702-5982,2022-07-06,B553077,소상공인시장진흥공단
청구문화시장,상설장,경기도 성남시 분당구 내정로165번길 38,경기도 성남시 분당구 수내동 32,매일,37.376661,127.116239,96,가공식품+의류/신발+가정용품+음식점업+기타소매업,,,Y,Y,2017,031-711-0826,2022-07-06,B553077,소상공인시장진흥공단
구매탄시장,상설장,경기도 수원시 영통구 매여울로53번길 50-1,경기도 수원시 영통구 매탄동 172-72,매일,37.272603,127.041922,128,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2006,031-211-3936,2022-07-06,B553077,소상공인시장진흥공단
구천동공구상가,상설장,경기도 수원시 팔달구 수원천로199번길 5,경기도 수원시 팔달구 구천동 86-1,매일,37.272122,127.017359,104,근린생활서비스,,,N,Y,2005,031-244-0980,2022-07-06,B553077,소상공인시장진흥공단
권선종합시장,상설장,경기도 수원시 권선구 세권로 185,경기도 수원시 권선구 권선동 1051,매일,37.256099,127.0245796,109,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2005,031-237-0903,2022-07-06,B553077,소상공인시장진흥공단
남문로데오시장,상설장,경기도 수원시 팔달구 행궁로 88,경기도 수원시 팔달구 교동 3-6,매일,37.274637,127.015525,194,의류/신발+가정용품+기타소매업+근린생활서비스,,,Y,Y,2005,031-258-0336,2022-07-06,B553077,소상공인시장진흥공단
서정리시장,상설장+5일장,경기도 평택시 서정역로 40,경기도 평택시 서정동 328-8,2일+7일,37.057844,127.055923,100,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,2006,031-666-4676,2022-07-06,B553077,소상공인시장진흥공단
구리전통시장,상설장,경기도 구리시 검배로6번길 31,경기도 구리시 수택동 417,매일,37.599543,127.139904,308,농산물+축산물+수산물+가공식품+기타소매업,,http://gurisijang.kr.,Y,Y,2006,031-568-8700,2022-07-06,B553077,소상공인시장진흥공단
군포역전시장,상설장,경기도 군포시 군포로538번길 7-3,경기도 군포시 당동 749-44,매일,37.354074,126.946888,56,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2005,031-455-3366,2022-07-06,B553077,소상공인시장진흥공단
산본시장,상설장,경기도 군포시 산본천로183번길 6,경기도 군포시 산본동 251-5,매일,37.370164,126.9385299974,203,농산물+축산물+수산물+가공식품+의류/신발,,http://산본전통시장.kr,Y,Y,2005,031-399-4248,2022-07-06,B553077,소상공인시장진흥공단
양곡시장,상설장,경기도 김포시 양촌읍 양곡1로 42-2,경기도 김포시 양촌읍 양곡리 415-6,매일,37.654464,126.623808,76,농산물+의류/신발+가정용품+음식점업,,,Y,N,2013,031-981-5131,2022-07-06,B553077,소상공인시장진흥공단
양곡오라니장터시장,상설장,경기도 김포시 양촌읍 양곡1로 54,경기도 김포시 양촌읍 양곡리 419-4,매일,37.655373,126.623525,70,가공식품+의류/신발+음식점업+기타소매업,,,Y,Y,2016,031-984-5906,2022-07-06,B553077,소상공인시장진흥공단
통진시장,상설장,경기도 김포시 통진읍 서암로84번길 29,경기도 김포시 통진읍 서암리 723-7,매일,37.691295,126.599701,120,의류/신발+가정용품+음식점업+기타소매업+근린생활서비스업,,https://tongjin.modoo.at,N,N,2012,,2022-07-06,B553077,소상공인시장진흥공단
남양주장현 전통시장,5일장,경기도 남양주시 진접읍 장현로 77,경기도 남양주시 진접읍 장현리 636-15,7일,37.717616,127.180891,175,축산물+의류/신발+기타소매업,,,Y,N,2017,031-572-0026,2022-07-06,B553077,소상공인시장진흥공단
동두천제일시장,상설장,경기도 동두천시 정장로 11-12,경기도 동두천시 생연동 823-1,매일,37.905174,127.052223,47,의류/신발+기타소매업+근린생활서비스업,,,Y,Y,2005,,2022-07-06,B553077,소상공인시장진흥공단
동두천큰시장,상설장,경기도 동두천시 큰시장로 52,경기도 동두천시 생연동 698-1,매일,37.900491,127.052074,104,농산물+축산물+수산물,,,Y,Y,2005,031-859-1233,2022-07-06,B553077,소상공인시장진흥공단
세아프라자상가,상설장,경기도 동두천시 큰시장로 64,경기도 동두천시 생연동 809,매일,37.900719,127.050596,368,의류/신발+음식점업,,,Y,Y,2008,031-866-7504,2022-07-06,B553077,소상공인시장진흥공단
중앙시장,상설장,경기도 동두천시 중앙로285번길 9,경기도 동두천시 생연동 607-27,매일,37.906902,127.0537404,201,농산물+축산물+가공식품+의류/신발+기타소매업,,,Y,Y,2005,031-861-6938,2022-07-06,B553077,소상공인시장진흥공단
강남시장,상설장,경기도 부천시 옥산로154번길 20,경기도 부천시 도당동 276-4,매일,37.507222,126.781306,113,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2006,032-676-8000,2022-07-06,B553077,소상공인시장진흥공단
고리울동굴시장,상설장,경기도 부천시 고리울로64번길 27,경기도 부천시 고강동 407,매일,37.525844,126.8226996,68,농산물+축산물+가공식품+의류/신발+기타소매업,,,N,N,2007,,2022-07-06,B553077,소상공인시장진흥공단
부천상동시장,상설장,경기도 부천시 석천로60번길 51,경기도 부천시 상동 236-5,매일,37.492357,126.764271,132,농산물+축산물+수산물+가공식품+음식점업,,,Y,Y,2005,032-611-3691,2022-07-06,B553077,소상공인시장진흥공단
부천자유시장,상설장,경기도 부천시 자유로 33,경기도 부천시 심곡본동 543,매일,37.484111,126.779942,277,농산물+축산물+수산물+음식점업+기타소매업,,,Y,N,2006,032-656-1892,2022-07-06,B553077,소상공인시장진흥공단
부천제일시장,상설장,경기도 부천시 고강로40번길 55,경기도 부천시 원종동 298,매일,37.527927,126.808958,149,농산물+축산물+수산물+가공식품+음식점업,,,N,Y,2006,032-679-5689,2022-07-06,B553077,소상공인시장진흥공단
중동사랑시장(부천중동시장),상설장,경기도 부천시 부흥로200번길 28,경기도 부천시 중동 725-11,매일,37.49490038,126.764334,104,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2005,070-7377-1717,2022-07-06,B553077,소상공인시장진흥공단
부천한신시장,상설장,경기도 부천시 은성로76번길 10,경기도 부천시 소사본동 196-9,매일,37.47482997,126.799034,94,농산물+축산물+수산물+가공식품+의류/신발,,,Y,Y,2006,032-341-5372,2022-07-06,B553077,소상공인시장진흥공단
소사종합시장,상설장,경기도 부천시 호현로474번길 27,경기도 부천시 소사본동 78-34,매일,37.479115,126.794234,58,농산물+축산물+가공식품+의류/신발+음식점업,,,Y,Y,2006,032-341-8155,2022-07-06,B553077,소상공인시장진흥공단
신흥시장,상설장,경기도 부천시 평천로721번길 14-2,경기도 부천시 삼정동 315,매일,37.515556,126.7710200125,68,축산물+가공식품+의류/신발+음식점업+기타소매업,,,Y,Y,2006,,2022-07-06,B553077,소상공인시장진흥공단
역곡남부시장,상설장,경기도 부천시 부광로16번길 33,경기도 부천시 괴안동 107-8,매일,37.48252978,126.811538,75,농산물+축산물+수산물+가공식품+의류/신발,,,Y,N,2005,,2022-07-06,B553077,소상공인시장진흥공단
역곡상상시장(역곡북부시장),상설장,경기도 부천시 부일로749번길 31,경기도 부천시 역곡동 84-7,매일,37.487578,126.811894,110,농산물+축산물+수산물+가공식품+음식점업,,ygmarket.co.kr,Y,Y,2005,,2022-07-06,B553077,소상공인시장진흥공단
오정시장,상설장,경기도 부천시 부천로470번길 50,경기도 부천시 오정동 582-30,매일,37.525974,126.785705,70,농산물+축산물+수산물+가공식품+음식점업,,,N,N,2005,,2022-07-06,B553077,소상공인시장진흥공단
원미부흥시장,상설장,경기도 부천시 부천로96번길 81,경기도 부천시 원미동 118-18,매일,37.492193,126.789969,54,농산물+축산물+수산물+가공식품+가정용품,,,Y,N,2005,,2022-07-06,B553077,소상공인시장진흥공단
원미종합시장,상설장,경기도 부천시 조종로49번길 21-3,경기도 부천시 원미동 97-13,매일,37.493682,126.790178,106,농산물+축산물+수산물+가공식품+가정용품,,,Y,N,2005,,2022-07-06,B553077,소상공인시장진흥공단
원종종합시장,상설장,경기도 부천시 삼작로 394,경기도 부천시 원종동 372-1,매일,37.519712,126.805569,51,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2005,032-681-0985,2022-07-06,B553077,소상공인시장진흥공단
원종중앙시장,상설장,경기도 부천시 성오로124번길 47,경기도 부천시 원종동 209-5,매일,37.525065,126.802317,72,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2005,070-7355-5677,2022-07-06,B553077,소상공인시장진흥공단
조공시장,상설장,경기도 부천시 범안로8번길 11,경기도 부천시 괴안동 40,매일,37.480408,126.805245,38,농산물+축산물+가공식품+의류/신발+기타소매업,,,N,N,2005,,2022-07-06,B553077,소상공인시장진흥공단
덕하시장(덕하공설시장),상설장,울산광역시 울주군 청량읍 덕하장터1길 9,울산광역시 울주군 청량읍 상남리 574-5,매일,35.491126,129.305477,22,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,1916,,2022-07-06,B553077,소상공인시장진흥공단
봉계공설시장,상설장+5일장,울산광역시 울주군 두동면 계명3길 9,울산광역시 울주군 두동면 봉계리 525,4일+9일,35.713382,129.199174,18,농산물+가공식품+기타소매업+근린생활서비스업,,,Y,Y,1941,,2022-07-06,B553077,소상공인시장진흥공단
언양공설시장,상설장+5일장,울산광역시 울주군 언양읍 남천로 6,울산광역시 울주군 언양읍 남부리 336-24,2일+7일,35.562624,129.126317,58,농산물+수산물+의류/신발+가정용품+기타소매업,,,Y,Y,1915,,2022-07-06,B553077,소상공인시장진흥공단
언양종합상가시장,상설장,울산광역시 울주군 언양읍 장터1길 22,울산광역시 울주군 언양읍 남부리 124-2,매일,35.5637001,129.125696,98,수산물+가공식품+의류/신발+기타소매업+근린생활서비스,,,Y,Y,1984,052-254-0896,2022-07-06,B553077,소상공인시장진흥공단
구역전시장,상설장,울산광역시 중구 구역전길 24-2,울산광역시 중구 학성동 432-438,매일,35.55730008,129.328413,81,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,2009,052-282-4235,2022-07-06,B553077,소상공인시장진흥공단
구역전전통시장,상설장,울산광역시 중구 구역전길 8,울산광역시 중구 학산동 61-9,매일,35.555907,129.327959,48,농산물+축산물+의류/신발+음식점업,,,Y,N,2011,052-297-1641,2022-07-06,B553077,소상공인시장진흥공단
반구시장,상설장,울산광역시 중구 반구정14길 25,울산광역시 중구 반구동 453-39,매일,35.558061,129.344242,78,농산물+축산물+가공식품+의류/신발+기타소매업,,,Y,Y,2012,052-285-0758,2022-07-06,B553077,소상공인시장진흥공단
병영시장,상설장,울산광역시 중구 병영로 14,울산광역시 중구 남외동 257-1,매일,35.570559,129.346293,65,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,1990,,2022-07-06,B553077,소상공인시장진흥공단
서동시장,상설장,울산광역시 중구 동천5길 12,울산광역시 중구 서동 38-6,매일,35.581341,129.346979,80,축산물+수산물+기타소매업+근린생활서비스업,,,Y,N,2009,,2022-07-06,B553077,소상공인시장진흥공단
선우시장,상설장,울산광역시 중구 곽남14길 37,울산광역시 중구 남외동 402-8,매일,35.57119003,129.3421097,68,농산물+축산물+수산물+가공식품+가정용품,,,Y,Y,2012,,2022-07-06,B553077,소상공인시장진흥공단
성남프라자,상설장,울산광역시 중구 중앙3길 6,울산광역시 중구 성남동 190-239,매일,35.554516,129.3175499507,131,의류/신발+가정용품+근린생활서비스,,,Y,Y,1992,052-243-5678,2022-07-06,B553077,소상공인시장진흥공단
신울산종합시장,상설장,울산광역시 중구 서원6길 11,울산광역시 중구 반구동 100-1,매일,35.561238,129.337362,50,농산물+수산물+가공식품+의류/신발,,,Y,Y,2012,,2022-07-06,B553077,소상공인시장진흥공단
옥골시장,상설장,울산광역시 중구 중앙시장길 17-7,울산광역시 중구 옥교동 125-13,매일,35.555238,129.322959,77,농산물+수산물+가공식품+의류/신발+기타소매업,,,Y,N,2010,052-242-0015,2022-07-06,B553077,소상공인시장진흥공단
울산시장,상설장,울산광역시 중구 구교로 35,울산광역시 중구 학산동 47-10,매일,35.555468,129.328409,358,축산물+수산물+의류/신발+가정용품+기타소매업,,,Y,Y,1997,052-296-0826,2022-07-06,B553077,소상공인시장진흥공단
중앙전통시장,상설장,울산광역시 중구 중앙시장길 2,울산광역시 중구 옥교동 275-4,매일,35.555183,129.322294,237,농산물+축산물+수산물+의류/신발+가정용품,,,Y,Y,2005,052-246-6660,2022-07-06,B553077,소상공인시장진흥공단
태화종합시장,상설장+5일장,울산광역시 중구 화진1길 4,울산광역시 중구 태화동 22-27,5일+10일,35.556233,129.307356,157,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,1982,052-211-7804,2022-07-06,B553077,소상공인시장진흥공단
학성새벽시장,상설장,울산광역시 중구 새벽시장3길 20,울산광역시 중구 학성동 359-2,매일,35.556433,129.332944,193,농산물+축산물+수산물+가공식품+기타소매업,,,Y,Y,2003,052-298-3619,2022-07-06,B553077,소상공인시장진흥공단
우정전통시장,상설장+5일장,울산광역시 중구 당산3길 31,울산광역시 중구 우정동 284-8,5일+10일,35.555008,129.310424,102,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,N,2017,052-248-0100,2022-07-06,B553077,소상공인시장진흥공단
가평잣고을전통시장,상설장+5일장,경기도 가평군 가평읍 가화로 116-1,경기도 가평군 가평읍 읍내리 473-15,5일+10일,37.830115,127.513822,128,농산물+의류/신발+가정용품+기타소매업+근린생활서비스,,,Y,Y,2015,031-581-8181,2022-07-06,B553077,소상공인시장진흥공단
능곡시장,상설장+5일장,경기도 고양시 덕양구 능곡로 12,경기도 고양시 덕양구 토당동 347,2일+7일,37.621351,126.820779,77,농산물+축산물+수산물+의류/신발+기타소매업,,,Y,Y,2012,031-973-3727,2022-07-06,B553077,소상공인시장진흥공단
덕이동패션1번지,상설장,경기도 고양시 일산서구 탄중로101번길 13,경기도 고양시 일산서구 덕이동 384-1,매일,37.693021,126.755787,72,의류/신발,,,Y,Y,2011,,2022-07-06,B553077,소상공인시장진흥공단
원당시장,상설장,경기도 고양시 덕양구 호국로790번길 17,경기도 고양시 덕양구 성사동 697-14,매일,37.656281,126.837253,69,농산물+축산물+수산물+가공식품+의류/신발,,,N,Y,2005,031-963-0013,2022-07-06,B553077,소상공인시장진흥공단
일산시장,상설장+5일장,경기도 고양시 일산서구 일청로12번길 9,경기도 고양시 일산서구 일산동 617-20,3일+8일,37.685623,126.770826,90,농산물+축산물+수산물+의류/신발+가정용품,,,Y,Y,1981,031-975-2232,2022-07-06,B553077,소상공인시장진흥공단
과천새서울프라자시장,상설장,경기도 과천시 별양상가2로 20,경기도 과천시 별양동 1-18,매일,37.426827,126.992556,175,가공식품+의류/신발+음식점업+기타소매업+근린생활서비스,,gcnewseoul.modoo.at,Y,Y,2004,02-3679-1400,2022-07-06,B553077,소상공인시장진흥공단
