연번,가맹점명,업종명,전화번호,읍면동,소재지 도로명주소,위도,경도
6847,써브웨이 세종새롬점,일반음식점,044-998-8888,새롬동,[30127] 세종특별자치시 새롬중앙로 62-15 102호 써브웨이,36.48702109,127.2511992
6848,써브웨이 세종시청점,일반음식점,044-868-0245,보람동,[30151] 세종특별자치시 한누리대로 2144 101호 102호 103호,36.47878318,127.2879597
6849,써브웨이세종어진점,일반음식점,044-867-3797,어진동,[30103] 세종특별자치시 한누리대로 492,36.50739461,127.262301
6850,썬더치킨(조치원점),일반음식점,044-414-9690,조치원읍,[30035] 세종특별자치시 조치원읍 번영2길 15 101호,36.5960507,127.3003759
6851,썬더펫 살롱,의류/잡화/안경,,장군면,[30054] 세종특별자치시 장군면 장척로 274,36.48907634,127.1957763
6852,썬타일,부동산/인테리어,041-865-0318,조치원읍,[30037] 세종특별자치시 조치원읍 허만석로 53 썬타일,36.58663757,127.2965382
6853,썬플라워,기타,,금남면,[30083] 세종특별자치시 금남면 용포느티나무길 22 대평시장주차장,36.46539172,127.2820568
6854,썸,슈퍼/마트,,도담동,[30098] 세종특별자치시 보듬4로 9 카림애비뉴상가 101호,36.51311651,127.2607061
6855,"썸,s 노래연습장",도서/문화/공연,044-868-8830,조치원읍,"[30021] 세종특별자치시 조치원읍 행복2길 19 1층 썸,s 노래연습장",36.60389658,127.292112
6856,썸tada,일반음식점,044-867-6728,나성동,[30128] 세종특별자치시 나성로 125-4 NS타워2 304호,36.49024133,127.2588918
6857,썸머커피라운지,카페/베이커리,044-865-0138,나성동,[30127] 세종특별자치시 한누리대로 253 109호,36.48679735,127.2572281
6858,썸타는 고기와 생선,일반음식점,044-864-5589,어진동,[30103] 세종특별자치시 절재로 194 중앙타운209호,36.50830575,127.2624486
6859,쎄라헤어,미용/뷰티/위생,,도담동,[30098] 세종특별자치시 보듬4로 9 카림에비뉴1동107호,36.51311651,127.2607061
6860,쎄미헤어,미용/뷰티/위생,070-8183-4189,조치원읍,[30016] 세종특별자치시 조치원읍 봉신길 149 102호,36.61584668,127.286078
6861,쎄사미심리교육센터,학원/교육,,나성동,[30128] 세종특별자치시 한누리대로 284 416호,36.48955499,127.257213
6862,쎄이지 영어 교습소,학원/교육,,새롬동,[30127] 세종특별자치시 새롬중앙로 34 517호(새롬동 크리스마스빌딩),36.4845959,127.2524947
6863,쎈새롬영수학원,학원/교육,044-866-0662,새롬동,[30126] 세종특별자치시 새롬중앙로 47 205호,36.48500876,127.2507832
6864,쎈수학러닝센터,학원/교육,044-865-2997,보람동,[30150] 세종특별자치시 남세종로 446 5층 505호,36.47758158,127.2904927
6865,쎈수학러닝센터세오지학원,학원/교육,044-555-5794,아름동,[30100] 세종특별자치시 보듬3로 104-19 304호,36.51224686,127.2498626
6866,쎈수학반곡학원,학원/교육,044-862-0216,반곡동,[30146] 세종특별자치시 한누리대로 1820 616호,36.49813309,127.3127085
6867,쎈수학해법영어해들학원,학원/교육,,대평동,[30153] 세종특별자치시 한누리대로 2257 511호,36.47261313,127.2779956
6868,쎈언니헤어미용실,미용/뷰티/위생,044-862-9234,조치원읍,[30030] 세종특별자치시 조치원읍 큰말2길 1 쎈언니헤어 미용실,36.5953256,127.2889937
6869,쎈텐학생복 세종점,의류/잡화/안경,044-866-1319,대평동,[30152] 세종특별자치시 시청대로 20 아마존타워 302호,36.4744715,127.2753225
6870,쎌리정 헤어,미용/뷰티/위생,044-865-8236,나성동,[30130] 세종특별자치시 한누리대로 205 107호,36.48291176,127.2599212
6871,쎔플러스공부방,학원/교육,,조치원읍,[30029] 세종특별자치시 조치원읍 대동학교길 21,36.59624332,127.2948194
6872,쏘세라믹,학원/교육,,보람동,[30150] 세종특별자치시 남세종로 454 704-1호 쏘세라믹 도예공방,36.47725246,127.2897034
6873,쏘크라테스 나성점,일반음식점,044-863-3944,조치원읍,[30123] 세종특별자치시 한누리대로 321 109호 쏘크라테스 나성점,36.4930068,127.2557849
6874,쏜다,도서/문화/공연,,나성동,[30128] 세종특별자치시 나성로 133-15 109호,36.49051321,127.2576838
6875,쏠티,일반음식점,,고운동,[30062] 세종특별자치시 마음로 272-22 1층 111호,36.51903975,127.2352823
6876,쏨(SSOM),카페/베이커리,,나성동,[30127] 세종특별자치시 한누리대로 249 211호,36.48642925,127.2574548
6877,쏭프로GYM,스포츠/헬스,044-864-8385,나성동,[30130] 세종특별자치시 한누리대로 193 202호,36.48207719,127.2604983
6878,쑈노래연습장,도서/문화/공연,044-863-4126,나성동,[30128] 세종특별자치시 나성로 133-15 405~408호,36.49051321,127.2576838
6879,쑥뜸천하 세종지점,미용/뷰티/위생,044-862-1303,도담동,[30100] 세종특별자치시 보듬3로 8-13 황금빌딜303호,36.51347014,127.2581461
6880,쑥티식당,일반음식점,044-866-9190,금남면,[30083] 세종특별자치시 금남면 용포로 50 1층,36.4630768,127.2807616
6881,쓰담쓰담,의류/잡화/안경,044-862-8622,아름동,[30100] 세종특별자치시 세종로 1234-16 102호,36.48006,127.289041
6882,쓰담약국,병원/약국,044-864-9069,보람동,[30150] 세종특별자치시 한누리대로 2149 104호,36.47780911,127.2878347
6883,쓰리가이즈 수학학원,학원/교육,044-715-7901,새롬동,"[30126] 세종특별자치시 새롬중앙로 51 602호, 603호",36.48552061,127.2504882
6884,쓰촨 세종점,일반음식점,044-863-5982,아름동,"[30099] 세종특별자치시 바른7길 45 1,2층 아릉동",36.52179371,127.2488997
6885,씨드영어,학원/교육,,소담동,[30150] 세종특별자치시 남세종로 358 212동 103호,36.48235482,127.2991095
6886,씨스타속눈썹,미용/뷰티/위생,,도담동,[30098] 세종특별자치시 보듬4로 9 카림애비뉴 303호,36.51311651,127.2607061
6887,씨스페이스 세종부강행복주유소점,슈퍼/마트,044-863-5187,부강면,[30078] 세종특별자치시 부강면 시목부강로 423 씨스페이스 세종부강행복주유소점,36.50417105,127.3855066
6888,씨스페이스 세종전의점,슈퍼/마트,02-590-8000,전의면,"[00000] 세종특별자치시 전의면 의당전의로 1004, 1층 (읍내리)",,
6889,씨스페이스 세종초이점,슈퍼/마트,044-272-7933,장군면,[30052] 세종특별자치시 장군면 대교해솔1길 2 씨스페이스,36.5024179,127.2125503
6890,씨스페이스 의당전의점,슈퍼/마트,,전의면,[30006] 세종특별자치시 전의면 의당전의로 670 1층 1호,36.65263196,127.185861
6891,씨앤씨(C&C)미슬학원,학원/교육,044-862-4862,아름동,[30100] 세종특별자치시 보듬3로 91 해피라움4동 603호,36.51135281,127.2495698
6892,씨앤씨치킨,일반음식점,044-866-1666,금남면,[30083] 세종특별자치시 금남면 용포2길 72 대청상가 110호,36.4634241,127.2800666
6893,씨앤에이논술국어학원,학원/교육,044-864-2412,새롬동,[30126] 세종특별자치시 새롬중앙로 51 601호 (에스월드빌딩),36.48552061,127.2504882
6894,"씨엔에프솔루션, 아이스크림 스토리 세종소담점",슈퍼/마트,,소담동,[30151] 세종특별자치시 소담3로 8 63호,36.48594093,127.300517
6895,씨엔엔(CNN)영어공부방,학원/교육,,종촌동,[30064] 세종특별자치시 도움1로 105 512동 1502호,36.50036367,127.2461817
6896,씨엘,카페/베이커리,,도담동,[30100] 세종특별자치시 보듬3로 37 안현빌딩 1층 카페 씨엘,36.51149768,127.2554408
6897,씨엘비뇨기과의원,병원/약국,044-865-0052,종촌동,[30064] 세종특별자치시 도움3로 105-5 603호,36.50473764,127.249533
6898,씨월드수족관,스포츠/헬스,044-862-4825,조치원읍,[30024] 세종특별자치시 조치원읍 조치원3길 15 1층,36.60195162,127.2985008
6899,씨유,슈퍼/마트,044-865-2254,반곡동,[30147] 세종특별자치시 국책연구원2로 18 405호,36.49070579,127.3016127
6900,씨유 다와국제관점,슈퍼/마트,,장군면,[30056] 세종특별자치시 장군면 대학길 300 국제관 1층,36.46241224,127.2097411
6901,씨유 다와한국영상대학교점,슈퍼/마트,041-867-0421,장군면,[30056] 세종특별자치시 장군면 대학길 300 창의관 1층,36.46241224,127.2097411
6902,씨유 새나루마을8단지점,슈퍼/마트,,집현동,[30141] 세종특별자치시 집현서로 16 상가동 101호,36.49015464,127.321719
6903,씨유 세종 사랑점,슈퍼/마트,044-867-2515,한솔동,[30130] 세종특별자치시 누리로 59 A상가동 107호,36.47515652,127.2490478
6904,씨유 세종 산울마을 7단지점,슈퍼/마트,,산울동,"[30091] 세종특별자치시 산울7로 11 상가에프동 107호, 108호",36.53233782,127.2648229
6905,씨유 세종 한뜰마을 4단지점,슈퍼/마트,,어진동,[30115] 세종특별자치시 다솜1로 21 176호,36.50037183,127.2561164
6906,씨유 세종가재마을12단지점,슈퍼/마트,,아름동,"[30064] 세종특별자치시 달빛로 80 상가1동 1104,1105,1106호",36.50486802,127.2530817
6907,씨유 세종가재마을1단지점,슈퍼/마트,,종촌동,"[30064] 세종특별자치시 도움1로 145 101,102,103호",36.50150524,127.2414377
6908,씨유 세종고운두루점,슈퍼/마트,,고운동,"[30062] 세종특별자치시 마음로 272-9 103,104호",36.51914416,127.2361075
6909,씨유 세종국책연구단지점,슈퍼/마트,,반곡동,[30147] 세종특별자치시 시청대로 370 1층 근생10호,36.49584185,127.3045469
6910,씨유 세종나사스크린 골프점,슈퍼/마트,,반곡동,"[30147] 세종특별자치시 국책연구원2로 18 405호(반곡동, 알파타워)",36.49070579,127.3016127
6911,씨유 세종대평점,슈퍼/마트,,금남면,[30083] 세종특별자치시 금남면 용포로 88-1 1층 CU,36.46654308,127.2816892
6912,씨유 세종도담점,슈퍼/마트,,도담동,[30097] 세종특별자치시 보듬4로 68 1층,36.5136585,127.2667633
6913,씨유 세종린스트라우스점,슈퍼/마트,,어진동,[30122] 세종특별자치시 다솜로 7 파크블랑 A동113호,36.49825603,127.2564491
6914,씨유 세종범지기점,슈퍼/마트,044-864-3454,아름동,[30100] 세종특별자치시 달빛로 109 412동 1층 104호,36.50936825,127.2478362
6915,씨유 세종보람점,슈퍼/마트,,보람동,[30150] 세종특별자치시 남세종로 384 1층 103호 104호,36.48027671,127.296673
6916,씨유 세종본점,슈퍼/마트,,반곡동,"[30146] 세종특별자치시 시청대로 546 S001동 104,105호(CU세종본점)",36.49845428,127.3168581
6917,씨유 세종시청점,슈퍼/마트,,보람동,[00000] 세종특별자치시 보람동  3221-3005 3-2 생활권 c3-5bl 세종리버에비뉴 1층 101호,,
6918,씨유 세종연기공단점,슈퍼/마트,,연기면,"[00000] 세종특별자치시 연기면 공단로  184-40, 1층 101호, 102호 (보통리)",,
6919,씨유 세종첫마을점,슈퍼/마트,,한솔동,[30130] 세종특별자치시 나리1로 15 상가동 1층 102호,36.47888049,127.2594685
6920,씨유 세종침산원룸점,슈퍼/마트,044-865-1085,조치원읍,[30020] 세종특별자치시 조치원읍 문화1길 10,36.60026794,127.2896191
6921,씨유 세종포스트빌딩점,슈퍼/마트,,어진동,[30102] 세종특별자치시 한누리대로 499 1층 107호,36.50807226,127.2611224
6922,씨유 세종호려울마을5단지점,슈퍼/마트,044-905-1666,보람동,[30150] 세종특별자치시 남세종로 441 제상가2동 1층 111호,36.47692353,127.2904652
6923,씨유 조치원월하점,슈퍼/마트,044-868-0356,조치원읍,[30049] 세종특별자치시 연서면 세종로 2124 1층,36.57672767,127.2925384
6924,씨유 조치원터미널점,슈퍼/마트,,조치원읍,[30026] 세종특별자치시 조치원읍 새내10길 73 1층,36.60087447,127.3023107
6925,씨유 홍대새로암점,슈퍼/마트,,조치원읍,[30016] 세종특별자치시 조치원읍 세종로 2639 새로암기숙사 1층,36.61976998,127.288099
6926,씨유(CU) 세종한신점,슈퍼/마트,,종촌동,"[30064] 세종특별자치시 도움1로 55 상가동 1층 101,102호",36.50158372,127.2510257
6927,씨유(CU) 조치원욱일점,슈퍼/마트,,조치원읍,[30021] 세종특별자치시 조치원읍 행복12길 1 1층,36.60369309,127.292751
6928,씨유(CU)세종세진점,슈퍼/마트,,나성동,"[30130] 세종특별자치시 한누리대로 207 1층 111, 112호",36.48318974,127.2596954
6929,씨유(CU)세종홍익대정문점,슈퍼/마트,044-864-6775,조치원읍,[30016] 세종특별자치시 조치원읍 토골고개길 13 CU세종홍익대정문점,36.62291798,127.2900825
6930,씨유뉴조치원신흥점,슈퍼/마트,044-864-1546,조치원읍,[30030] 세종특별자치시 조치원읍 대첩로 56,36.5953125,127.2898209
6931,씨유부강점,슈퍼/마트,044-275-0118,부강면,[30076] 세종특별자치시 부강면 부강로 1 1층 씨유 부강점(편의점),36.52640353,127.368079
6932,씨유세종1번국도점,슈퍼/마트,,조치원읍,[30016] 세종특별자치시 조치원읍 세종로 2676 씨유세종1번국도점,36.6248232,127.2907024
6933,씨유세종가락마을4단지점,슈퍼/마트,02-1577-8007,고운동,"[30101] 세종특별자치시 마음안로 48 105,106호",36.5067328,127.2372674
6934,씨유세종가재마을4단지점,슈퍼/마트,,종촌동,"[30064] 세종특별자치시 도움3로 160 상가동106,107,108호",36.50817481,127.2429468
6935,씨유세종고대점,슈퍼/마트,02-1577-8007,조치원읍,"[00000] 세종특별자치시 조치원읍 내창1길 39, 1동 (서창리)",,
6936,씨유세종고운센터점,슈퍼/마트,,고운동,[30063] 세종특별자치시 마음로 67 106호,36.50482058,127.2327873
6937,씨유세종대로점,슈퍼/마트,,소정면,[30000] 세종특별자치시 소정면 세종로 4272 1층 씨유세종대로점,36.69728721,127.1536872
6938,씨유세종도램마을점,슈퍼/마트,,금남면,[30098] 세종특별자치시 보듬3로 7 아파트 상가동7,36.51113758,127.2584027
6939,씨유세종명학산단점,슈퍼/마트,,연동면,[30067] 세종특별자치시 연동면 청연로 342 1층,36.53969439,127.3393466
6940,씨유 세종블루지움점,슈퍼/마트,044-868-9327,나성동,[30128] 세종특별자치시 한누리대로 306 블루지움 상가 110호,36.49177886,127.2568681
6941,씨유세종새마을점,슈퍼/마트,044-863-7410,장군면,[30055] 세종특별자치시 장군면 장척로 567 1,36.49938927,127.2207184
6942,씨유세종서창행복점,슈퍼/마트,,조치원읍,[30017] 세종특별자치시 조치원읍 조치원중고길 7 101동 상가1층103호,36.61091783,127.2968324
6943,씨유세종소담점,슈퍼/마트,,소담동,[30151] 세종특별자치시 소담3로 21 상가동 103호,36.48659691,127.2971183
6944,씨유세종소정점,슈퍼/마트,044-868-2141,소정면,[30000] 세종특별자치시 소정면 운당9길 56 씨유 세종소정점,36.69961078,127.1509423
6945,씨유세종수루배마을3단지점,슈퍼/마트,,반곡동,"[30146] 세종특별자치시 반곡로 13 근린상가402동 101,102,103호",36.49930248,127.3076416
6946,씨유세종스마트허브점,슈퍼/마트,,보람동,[30151] 세종특별자치시 한누리대로 2150 1층109호,36.47850904,127.2873261
6947,씨유세종시청점,슈퍼/마트,,보람동,[30151] 세종특별자치시 시청대로 163 1층101호,36.48112606,127.2894226
6948,씨유 세종 에스알파크시티점,슈퍼/마트,,나성동,[30123] 세종특별자치시 한누리대로 321 126호,36.4930068,127.2557849
6949,씨유세종영상대점,슈퍼/마트,044-858-2781,장군면,[30056] 세종특별자치시 장군면 대학길 242 CU세종영상대점,36.45953461,127.2120573
6950,씨유 세종이편한세상점,슈퍼/마트,,대평동,"[30152] 세종특별자치시 한누리대로 2236 상가동 A126호(대평동, 해들마을6단지 세종이편한세상리버파크)",36.47422084,127.277088
6951,씨유세종이편한푸르지오점,슈퍼/마트,,다정동,[30124] 세종특별자치시 다정중앙로 19 상가1동 104호,36.49232271,127.248715
6952,씨유세종장군행복점,슈퍼/마트,044-866-2994,장군면,[30053] 세종특별자치시 장군면 장척로 407 1층 씨유편의점,36.49752425,127.205735
6953,씨유세종지운점,슈퍼/마트,044-867-7514,나성동,[30129] 세종특별자치시 한누리대로 194 112호,36.48224533,127.2614565
6954,씨유세종페스티발점,슈퍼/마트,,다정동,[30123] 세종특별자치시 다정중앙로 52 1층 102호,36.49518298,127.2492567
6955,씨유세종하늘이점,슈퍼/마트,,대평동,[30153] 세종특별자치시 한누리대로 2275 105호(알파메디컬센터),36.47155798,127.2763874
6956,씨유세종해피라움점,슈퍼/마트,044-864-6636,아름동,[30100] 세종특별자치시 보듬3로 92 해피라움2동 113호,36.51191097,127.2494751
6957,씨유 세종호려울마을 8단지점,슈퍼/마트,,보람동,[30150] 세종특별자치시 보람동로 14 제상가 4동 1층 404호,36.47757049,127.2962399
6958,씨유세종호수의아침점,슈퍼/마트,044-868-1979,어진동,"[30120] 세종특별자치시 가름로 253 102,103,104호(어진동, 호수의아침)",36.49471794,127.2672652
6959,씨유세종휴시티점,슈퍼/마트,,도담동,[30098] 세종특별자치시 보듬3로 8-20 111호,36.51430212,127.258607
6960,씨유 세종힐스점,슈퍼/마트,070-4196-1078,한솔동,[30130] 세종특별자치시 누리로 28 상가B동 104호 CU편의점,36.47483173,127.2547532
6961,씨유전의터미널점,슈퍼/마트,041-862-4218,전의면,[30004] 세종특별자치시 전의면 운주산로 1201 CU전의터미널점,36.6793901,127.2034811
6962,씨유조치원역점,슈퍼/마트,044-862-6548,조치원읍,[30028] 세종특별자치시 조치원읍 조치원로 6 1층,36.601016,127.2972462
6963,씨유조치원원리점,슈퍼/마트,044-862-6548,조치원읍,[30023] 세종특별자치시 조치원읍 새내11길 19 1층,36.60198702,127.2968574
6964,씨유조치원전의점,슈퍼/마트,044-864-4429,전의면,[30004] 세종특별자치시 전의면 동신길 3 씨유조치원전의점,36.67983682,127.2069561
6965,씨유 조치원죽림점,슈퍼/마트,,조치원읍,"[30034] 세종특별자치시 조치원읍 죽림로 45 107호, 108호",36.59222483,127.2964988
6966,씨유 조치원평리점,슈퍼/마트,,조치원읍,[30025] 세종특별자치시 조치원읍 문화로 30,36.60421946,127.3010288
6967,씨유 조치원 행복점,슈퍼/마트,044-864-6676,조치원읍,[30028] 세종특별자치시 조치원읍 새내로 91-1 1층,36.6000659,127.2981266
6968,씨유펫 고운지점,의류/잡화/안경,,고운동,[30063] 세종특별자치시 마음로 49 근린생활시설 2동 1층 B002호,36.5037379,127.2354102
6969,씨유 행운로또 세종디펠리체점,슈퍼/마트,,나성동,"[30128] 세종특별자치시 나성북1로 22 1동 105호(나성동, 디펠리체)",36.49108773,127.2587721
6970,씨유힐스테이트고운점,슈퍼/마트,,고운동,[30062] 세종특별자치시 마음안1로 137 상가10동 1층 105호,36.52029821,127.2361855
6971,씨큐브 스터디카페,학원/교육,,종촌동,[30064] 세종특별자치시 도움1로 108 몰리브상가 5층(508~511호),36.50267993,127.2476328
6972,씨투엠멘토수학학원,학원/교육,,아름동,[30100] 세종특별자치시 보듬3로 92 415호,36.51191097,127.2494751
6973,씨투엠수학전문학원,학원/교육,044-866-5420,소담동,[30151] 세종특별자치시 한누리대로 2022 아이콤스타타워 604호,36.48441891,127.2991579
6974,씨투엠이지수학학원,학원/교육,044-865-5670,종촌동,"[30064] 세종특별자치시 달빛로 41 401호,402호",36.50248809,127.2500905
6975,씽크트레저,의류/잡화/안경,044-715-7316,종촌동,"[00000] 세종특별자치시 도움1로 145, 101동 907호 (종촌동,가재마을1단지)",,
6976,씽크퓨어충청대리점,부동산/인테리어,044-1522-5307,조치원읍,[30137] 세종특별자치시 연동면 태산로 246 2층,36.51870911,127.3466593
6977,ㅇㅇㅅㅋㄹ 으뜸고운점,슈퍼/마트,,고운동,[30063] 세종특별자치시 마음로 152 상가b동 102호,36.51228909,127.2309833
6978,아가방,의류/잡화/안경,044-864-5502,나성동,[30128] 세종특별자치시 나성로 96 어반아트리움 더센트럴 3층,36.48787516,127.2610014
6979,아가방조치원갤러리,스포츠/헬스,044-862-5770,조치원읍,[30027] 세종특별자치시 조치원읍 조치원로 38,36.60147961,127.3009976
6980,아가페 심리상담연구소,미용/뷰티/위생,,아름동,[30100] 세종특별자치시 달빛로 211 1003-704,36.51748812,127.2492539
6981,아가페기독교백화점,도서/문화/공연,044-865-0811,조치원읍,[30023] 세종특별자치시 조치원읍 새내로 125 아가페기독교백화점,36.60304565,127.2975743
6982,아구식당,일반음식점,044-865-5731,조치원읍,[30024] 세종특별자치시 조치원읍 조치원3길 16,36.60209758,127.2988012
6983,아기렌트카,가전/통신,,보람동,[30151] 세종특별자치시 시청대로 219 102호 아기렌트카,36.4839368,127.2938053
6984,아기숟가락세종점,일반음식점,044-865-2610,도담동,[30097] 세종특별자치시 보듬4로 111 도램19단지상가1층108호,36.51570919,127.2660964
6985,아기엄마가요리하는반찬,일반음식점,,대평동,[30152] 세종특별자치시 한누리대로 2236 해들마을6단지 상가3동 2층 B230,36.47422084,127.277088
6986,아기자기미용실,미용/뷰티/위생,044-867-4362,조치원읍,[30027] 세종특별자치시 조치원읍 새내10길 19 1층,36.60064921,127.2992391
6987,아낌없이 주는 나무헤어,미용/뷰티/위생,044-865-4002,어진동,[30104] 세종특별자치시 갈매로 480 한뜰마을 2단지 상가동 105호,36.50593764,127.2686556
6988,아낌없이주는나무한의원,병원/약국,044-865-0002,반곡동,"[30146] 세종특별자치시 한누리대로 1820 503,504호",36.49813309,127.3127085
6989,아나브 스킨케어,미용/뷰티/위생,,산울동,[30091] 세종특별자치시 산울2로 10 608동 상가 근생 A동 218호,36.52892379,127.2636157
6990,아나스피치,학원/교육,044-715-7274,나성동,[30128] 세종특별자치시 나성로 96 435호 더센트럴,36.48787516,127.2610014
6991,아나쌤 수학 교습소,학원/교육,,조치원읍,[30039] 세종특별자치시 조치원읍 도원로 16 상가 301동 105호,36.59109224,127.2908988
6992,아낙네,일반음식점,044-865-1394,조치원읍,[30021] 세종특별자치시 조치원읍 행복3길 6,36.60386066,127.2906145
6993,아난다(ananda),학원/교육,044-866-7412,다정동,"[30124] 세종특별자치시 다정중앙로 39 다정센타프라자2 601,602,603",36.49402563,127.248654
6994,아남매리봉,의류/잡화/안경,,연서면,[30049] 세종특별자치시 연서면 도원로 88-4 1층,36.58436986,127.2849593
6995,아늑카페,카페/베이커리,070-7576-0807,조치원읍,[30034] 세종특별자치시 조치원읍 군청로 86 아늑카페,36.59227241,127.293872
6996,아담리즈수학 세종학원,도서/문화/공연,044-905-3355,보람동,[30150] 세종특별자치시 한누리대로 2165 A동 522,36.47730528,127.2864667
6997,아담헤어,미용/뷰티/위생,,나성동,[30128] 세종특별자치시 나성로 96 172호,36.48787516,127.2610014
6998,아더,의류/잡화/안경,,소담동,[30150] 세종특별자치시 소담로 93 1층122호,36.48573006,127.3014452
6999,아델리오,미용/뷰티/위생,,대평동,[30152] 세종특별자치시 대평3길 18 해피라움블루 603호,36.47368512,127.2749393
7000,아도공방,기타,044-905-0330,보람동,[30151] 세종특별자치시 시청대로 213 119호,36.48362889,127.2935514
7001,아뜰리에그림꽃미술교습소,학원/교육,,나성동,[30128] 세종특별자치시 나성북로 47 트리쉐이드상가 1층 142호,36.49128962,127.2608127
7002,아뜰리에아이보리미술교습소,학원/교육,070-8286-2131,고운동,[30063] 세종특별자치시 마음로 67 상가1층124호,36.50482058,127.2327873
7003,아뜰리에윤,학원/교육,,보람동,[30151] 세종특별자치시 시청대로 123 3층 307호,36.47937139,127.285343
7004,아뜰리에주 미술교습소,학원/교육,,아름동,[30100] 세종특별자치시 보듬3로 92 707-2호,36.51191097,127.2494751
7005,아띠랑스,카페/베이커리,044-862-3615,조치원읍,[30024] 세종특별자치시 조치원읍 새내로 122 1층 아띠랑스,36.60287785,127.2981571
7006,아띠산후산전모유육아센터,미용/뷰티/위생,,나성동,[30128] 세종특별자치시 한누리대로 312 403호,36.49211202,127.2568203
7007,아띠쌤미술학원,학원/교육,044-998-0440,아름동,[30100] 세종특별자치시 보듬3로 91 해피라움4동 402호,36.51135281,127.2495698
7008,아띠아르떼,학원/교육,,한솔동,[30130] 세종특별자치시 누리로 27 에이상가동 2층 205호 일부,36.47574887,127.2515306
7009,아라미용실,미용/뷰티/위생,044-867-5336,조치원읍,[00000] 세종특별자치시 조치원읍 신흥리 45-2번지,,
7010,아라상회,슈퍼/마트,044-865-7439,조치원읍,[30027] 세종특별자치시 조치원읍 새내10길 12 점포3호,36.60024277,127.2990862
7011,아라수,의류/잡화/안경,,도담동,[30098] 세종특별자치시 보듬4로 19 1208동 102호,36.51348966,127.2627568
7012,아라커피컴퍼니,학원/교육,044-868-9369,한솔동,[30130] 세종특별자치시 누리로 119 상가동 102호,36.48001678,127.2509093
7013,아람약국,병원/약국,044-862-5264,아름동,[30100] 세종특별자치시 보듬3로 143 102호 아람약국,36.51162177,127.2436278
7014,아랑주혼수방,의류/잡화/안경,044-868-4799,조치원읍,[30027] 세종특별자치시 조치원읍 새내10길 24 아랑주혼수방,36.60019178,127.299612
7015,아레나 주짓수,스포츠/헬스,044-863-4416,소담동,[30150] 세종특별자치시 소담1로 12 지엘플렉스1차 409호,36.48501826,127.3014739
7016,아레나 휘트니스 세종점,스포츠/헬스,044-715-5437,대평동,[30152] 세종특별자치시 시청대로 20 205호,36.4744715,127.2753225
7017,아레나음악학원,학원/교육,044-866-0560,소담동,[30150] 세종특별자치시 소담1로 12 1차 604호,36.48501826,127.3014739
7018,아로아나수학교습소,학원/교육,044-863-0219,아름동,[30100] 세종특별자치시 아름서길 3 208호,36.51222399,127.2433763
7019,아론피부관리실,미용/뷰티/위생,044-863-5757,조치원읍,[30024] 세종특별자치시 조치원읍 문화로 3-1 2층,36.60193881,127.3009264
7020,아롬컴퍼니,미용/뷰티/위생,,나성동,"[30128] 세종특별자치시 나성로 96 어반아트리움 더센트럴 4층 443호, 포레 드 플로 쇼룸 아로마테라피 스쿨",36.48787516,127.2610014
7021,아르드뽀에스테틱,미용/뷰티/위생,044-864-8003,나성동,[30127] 세종특별자치시 한누리대로 227 세종마루층211호,36.4848495,127.2584855
7022,아르떼,학원/교육,,나성동,[30129] 세종특별자치시 나성로 33-10 3층 307호,36.48257616,127.2624912
7023,아르떼,학원/교육,,나성동,[30129] 세종특별자치시 나성로 33-10 3층 307호,36.48257616,127.2624912
7024,아르떼음악학원,학원/교육,044-864-6770,도담동,"[30098] 세종특별자치시 보듬8로 33 102,103호",36.51837308,127.2625654
7025,아르떼필라테스,스포츠/헬스,,대평동,[30152] 세종특별자치시 대평로 75 4층 408호,36.4736964,127.2768027
7026,아르떼헤어,미용/뷰티/위생,,나성동,[30128] 세종특별자치시 국세청로 45 상가 B동 1층 101호,36.48984021,127.262523
7027,아르벨피아노음악교습소,학원/교육,,반곡동,[30146] 세종특별자치시 한누리대로 1820 314-1호,36.49813309,127.3127085
7028,아르카노(ARCANO),부동산/인테리어,,고운동,[30062] 세종특별자치시 마음안1로 139 1805-401,36.52051314,127.2345644
7029,아르홉 헤어,미용/뷰티/위생,044-867-5159,새롬동,[30126] 세종특별자치시 새롬중앙로 33 새뜸프라자 104호,36.48405108,127.2518415
7030,아름 하연과학,학원/교육,,아름동,"[30100] 세종특별자치시 달빛로 165 , 807-801",36.51413762,127.2495764
7031,아름공부방,학원/교육,,아름동,[30100] 세종특별자치시 달빛로 109 405/201,36.50850215,127.2476882
7032,아름국어교습소,학원/교육,,나성동,[30128] 세종특별자치시 국세청로 45 상가동 A143호,36.48984021,127.262523
7033,아름누리소아청소년과,병원/약국,044-865-7522,소담동,[30151] 세종특별자치시 한누리대로 2022 4층 아름누리소아청소년과,36.48441891,127.2991579
7034,아름다운미용실,미용/뷰티/위생,044-867-9785,나성동,[30128] 세종특별자치시 나성북1로 23 상가 2층 245호 아름다운미용실,36.49283684,127.2574384
7035,아름다운약국,슈퍼/마트,044-864-7131,나성동,[30127] 세종특별자치시 한누리대로 265 113호,36.4878217,127.2567384
7036,아름다운정원,의류/잡화/안경,044-867-0567,조치원읍,[30034] 세종특별자치시 조치원읍 대첩로 13 아름다운정원,36.59538504,127.2944584
7037,아름다움을 채우다,미용/뷰티/위생,,고운동,[30063] 세종특별자치시 마음로 78 6층,36.50553859,127.2337292
